단어,점수
체포,5
답지,5
졸렬,5
전직,5
어제,5
법무부,5
동락,4
국경일,4
서명,4
금강,4
동태,4
잊힌,4
보답,4
이득,4
그냥,4
고착,4
낭독,4
인민군,4
편지,4
김찬,4
영화로,4
식이,4
이승만,4
할아버지,4
거동,4
열기,4
솔,4
국력,4
정전협정,4
테,4
워킹맘,4
정민주,4
방어선,4
에티오피아,4
메,4
인식,4
재임,4
육군,4
철원,4
휴식,4
일러스트,4
취급,4
로라,4
공기청정기,4
보은,4
뱃살,4
평생,4
후손,4
던,4
렌탈,4
근래,4
방한,4
할머니,4
충북,4
기리,4
얼굴,4
충주,4
독수,4
남지,4
우리나라,4
평소,4
전의,4
진리,4
간직,4
대학생,4
마찬가지,4
수십,4
상상,4
지기,4
숨,4
문학인,4
평균수명,4
가끔,4
희귀,4
독자,4
비평가,4
잠기,4
기만,4
상처,4
최소한,4
책,4
접,4
막강,4
수구,4
오리,4
권력자,4
겨울,4
로만,4
곱절,4
전부,4
업적,4
인문,4
엽서,4
통찰,4
동지,4
위인,4
출판사,4
내일,4
신,4
사후,4
문단,4
체적,4
등단,4
이요,4
흐릿,4
마는,4
납득,4
방이,4
표결,4
전혀,4
김병주,4
차별금지법,4
여력,4
거액,4
김병기,4
면피,4
참고인,4
황정,4
배준영,4
노보,4
내정자,4
서도,4
좌표,4
최수진,4
갑,4
고도,4
숱,4
정진,4
해명,4
수수,4
진통,4
택하,4
한정애,4
탕평,4
조선,4
의석,4
동작,4
공언,4
검,4
국익,4
판결,4
역시,4
초유,4
내야,4
증인,4
종료,4
합리,4
송언석,4
협박,4
동성애,4
논평,4
선별,4
간사,4
유죄,4
표적,4
뉴욕시,4
리아,4
마크,4
홍수,4
헝가리,4
대피,4
가량,4
한낮,4
스타,4
주둔,4
시내,4
스웨덴,4
수요,4
치인,4
자국,4
빅토르,4
불안감,4
국영,4
감축,4
그리스,4
추산,4
제압,4
파견,4
거물,4
대폭,4
에마뉘엘,4
해킹,4
회의장,4
간접,4
경쟁,4
지침,4
아이언돔,4
머,4
철통,4
분담,4
츠,4
베이징,4
평균,4
롱,4
보호,4
규약,4
맨,4
증가,4
증강,4
시계,4
이행,4
가속,4
구이저우,4
경선,4
메르,4
유럽연합,4
휘발유,4
판매,4
디스코,4
자부심,4
하늘,4
카이,4
고요한,4
귀향,4
하이파,4
대지진,4
행렬,4
침묵,4
자제,4
영공,4
검문소,4
감소,4
헤드폰,4
서비스,4
벤구리온,4
정상화,4
간밤,4
사이버,4
국경,4
대국민,4
요격,4
주차장,4
서부,4
북동쪽,4
튀르키예,4
기지,4
폐쇄된,4
맞이,4
뭘,4
세대,4
사망자,4
인적,4
제외,4
피란,4
전반,4
대우,4
객차,4
필라,4
남부,4
칸,4
자포리자,4
맹폭,4
악순환,4
피신,4
살림살이,4
헤르손,4
샤,4
위험,4
무인기,4
헤드,4
공세,4
포격,4
러시아군,4
설득,4
빌럼,4
강력,4
호소,4
생산량,4
토우,4
열차,4
가재,4
하르키우,4
자금,4
양자,4
연설,4
귀국,4
교회,4
국왕,4
보리스,4
회담,4
러우,4
축소,4
캐나다,4
눈치,4
조기,4
자극,4
만찬,4
수렁,4
수미,4
주최,4
부족,4
인디펜던트,4
바깥,4
전선,4
부로,4
귀빈,4
신세,4
비치,4
태스크포스,4
여명,4
서관,4
임시,4
린다,4
질질,4
취항,4
실장,4
도감,4
기획재정부,4
부처,4
신속,4
단위,4
구안,4
메모,4
연천,4
전방,4
데이터,4
경향,4
파이,4
낸싱,4
감사,4
이슈,4
국제선,4
대출,4
방심,4
온갖,4
통과,4
도덕성,4
전남도,4
로컬,4
정비,4
상당,4
불신,4
첫머리,4
부위,4
조례,4
위탁,4
산림,4
개설,4
준위,4
의결,4
시정,4
적재적소,4
정성룡,4
비비,4
순서,4
황성동,4
의향,4
재선충,4
헬기,4
의안,4
대중교통,4
감염,4
자유,4
형성,4
김종우,4
한순희,4
최재필,4
보행,4
접근성,4
노선,4
기업,4
원장,4
명감,4
순환버스,4
원안,4
개정,4
박광호,4
임도,4
정종,4
가결,4
방사성폐기물,4
수종,4
확산,4
심의,4
우선권,3
실무,3
책임자,3
생기,3
던지기,3
이견,3
활,3
금수,3
농담,3
용도,3
주시,3
진상,3
기차표,3
뉴시스,3
사고,3
설치,3
추상,3
건설,3
서서,3
설계,3
진짜,3
정성,3
실력,3
무게,3
양성,3
양적,3
스텔스,3
잔디,3
호주,3
소련,3
수호,3
도움,3
급증,3
동유럽,3
단속,3
승차,3
최신,3
외교관,3
대립,3
군사력,3
나선,3
프레임,3
피터,3
질적,3
픽,3
기념비,3
호평,3
아무,3
리스크,3
진영,3
순간,3
늘,3
일급,3
생중계,3
일촉즉발,3
일각,3
월권,3
불가능,3
약점,3
관료,3
바야흐로,3
전격,3
입증,3
선전포고,3
버튼,3
집무실,3
바이든,3
어쩌면,3
수단,3
창구,3
마운,3
각자,3
분명,3
역투,3
리다,3
긍정,3
패스트볼,3
퍼스트,3
커브,3
바운드,3
팽팽,3
유도,3
해커,3
쾌거,3
매,3
바탕,3
리도,3
수확,3
우선,3
슬라이더,3
쐐기,3
구장,3
역전,3
만루,3
잡고,3
자책점,3
포크볼,3
모범생,3
공소,3
대남,3
곽종근,3
선회,3
이창,3
외대,3
지장,3
도이치,3
출석요구서,3
어쩌겠,3
묵살,3
강공,3
무시,3
우두머리,3
방조범,3
알맹이,3
머릿속,3
사용자,3
낙마,3
땐,3
성균관대,3
연속성,3
수위,3
삼은,3
민만기,3
통상,3
제대로,3
현,3
근거,3
임박,3
반드시,3
대처,3
관변,3
심각,3
정문,3
옆,3
유희,3
률,3
피켓,3
공공장소,3
소가,3
행정안전부,3
쓰레기,3
미달,3
용납,3
반대론,3
태,3
입로,3
비공개,3
배척,3
여론조사,3
왜곡,3
수로,3
가로막,3
매립,3
위선,3
재선,3
승격,3
긴급,3
특단,3
일방,3
인신공격,3
공포,3
가치,3
천적,3
운동,3
중립성,3
중심지,3
수소,3
등장,3
상당수,3
추진단,3
월,3
병행,3
유선,3
기초,3
방과후,3
획기,3
여상,3
자단,3
장학,3
외,3
특별자치도,3
교육부,3
미술,3
보전,3
교육과정,3
교실,3
수립,3
특구,3
멀리,3
통역사,3
교복,3
특수교육,3
중학교,3
연수,3
수상,3
개원,3
꿈낭,3
자치,3
형평성,3
최우수,3
교원단체,3
수어,3
자연,3
실적,2
꼽는다,2
처럼,2
잔당,2
노먼,2
완력,2
겁,2
인내심,2
미소,2
정신,2
태평양,2
허락,2
베스트,2
모양새,2
두목,2
은신,2
작전명,2
유태인,2
안보리,2
문명,2
전후,2
나치,2
비극,2
당혹,2
미니어처,2
현상,2
비행,2
타령,2
에인절,2
단계,2
스탠퍼드대,2
면박,2
집필,2
아웃,2
쇼핑몰,2
잠실,2
더블헤더,2
쌍둥이,2
유명,2
잠실야구장,2
육아,2
당첨,2
소리,2
노,2
뒷문,2
업,2
출전,2
라이벌,2
사구,2
트윈스,2
교두보,2
도중,2
기전,2
박진,2
정재근,2
서막,2
눈물,2
타,2
길목,2
대타,2
최성원,2
자원,2
반등,2
팬티,2
추신수,2
라인업,2
글러브,2
가점,2
승무원,2
